x,y
25,18
25,16
28,15
28,12
25,14
25,12
25,10
28,7
32,10
33,10
32,13
33,13
34,13
34,10
34,5
48,10
51,7
54,0
55,0
57,5
56,10
57,10
61,11
58,15
57,12
51,11
51,14
51,18
51,22
51,26
57,28
55,26
56,24
55,22
55,19
56,20
61,18
61,21
61,25
74,25
74,31
74,37
84,31
84,25
84,19
74,19
74,13
71,6
72,0
73,0
78,10
79,10
80,10
81,10
84,13
86,6
87,11
87,13
87,15
87,17
87,19
87,21
87,23
87,25
87,27
87,29
87,31
87,33
87,35
87,37
84,37
87,39
87,41
87,42
84,43
87,44
87,45
103,42
94,36
94,35
94,34
97,30
97,28
97,25
94,22
94,20
97,15
94,10
94,6
97,11
102,10
103,10
109,6
107,11
104,12
107,15
103,16
103,24
103,27
107,25
107,28
107,30
109,34
109,35
109,36
120,40
120,44
124,44
125,42
124,40
125,38
124,37
120,34
120,29
123,26
120,25
120,19
120,15
120,11
120,7
126,5
127,12
127,16
130,15
130,19
130,25
130,29
130,34
130,39
130,43
126,46
126,54
130,55
130,58
130,60
132,63
126,57
120,60
117,63
120,58
120,55
117,52
117,50
110,52
103,55
103,58
97,64
97,60
97,57
94,52
84,59
84,62
84,64
80,61
80,58
74,59
74,62
74,64
64,61
71,56
71,54
74,49
80,50
80,47
74,43
61,37
57,39
61,40
61,42
63,45
57,51
48,61
41,61
34,51
25,45
25,61
15,64
12,61
5,64
0,60
0,51
2,44
5,40
10,42
11,42
11,34
11,31
5,33
5,36
0,33
2,28
2,21
5,18
0,15
5,13
5,8
9,10
10,10
11,10
12,10
12,5
15,8
18,11
18,13
18,15
18,14
15,13
11,17
15,18
17,21
18,28
25,32
25,34
28,37
28,40
28,42
34,39
34,36
38,37
38,40
38,42
40,45
48,45
51,42
51,40
57,36
51,37
48,34
48,32
38,27
35,24
34,28
28,27
28,23
25,23
25,20
28,19
